Date,Open,High,Low,Close,Adj Close,Volume
2022-07-06,164.320007,164.570007,161.470001,162.139999,162.139999,11861100
2022-07-07,162.429993,163.039993,162.059998,162.229996,162.229996,4588400
2022-07-08,162.350006,163.380005,161.839996,162.300003,162.300003,4584100
2022-07-11,161.929993,162.440002,161.380005,161.429993,161.429993,4321700
2022-07-12,161.220001,161.619995,160.720001,160.830002,160.830002,5375100
2022-07-13,160.100006,162.710007,160.059998,161.600006,161.600006,8456600
2022-07-14,159.020004,159.830002,158.220001,159.330002,159.330002,12213600
2022-07-15,159.009995,159.250000,158.350006,159.009995,159.009995,6783800
2022-07-18,160.080002,160.429993,159.050003,159.160004,159.160004,5791800
2022-07-19,159.470001,159.869995,159.330002,159.539993,159.539993,3796200
2022-07-20,159.710007,159.820007,158.029999,158.039993,158.039993,4795800
2022-07-21,158.309998,160.309998,158.270004,160.270004,160.270004,5863300
2022-07-22,160.550003,162.130005,160.350006,160.669998,160.669998,5733800
2022-07-25,160.639999,160.699997,159.809998,160.229996,160.229996,3713400
2022-07-26,160.229996,160.500000,159.789993,160.039993,160.039993,2672800
2022-07-27,160.020004,162.210007,159.509995,161.669998,161.669998,5766100
2022-07-28,163.309998,163.759995,162.880005,163.639999,163.639999,5606400
2022-07-29,163.889999,164.690002,163.279999,164.100006,164.100006,7537300
2022-08-01,164.979996,165.410004,164.410004,165.029999,165.029999,4666900
2022-08-02,165.660004,166.460007,164.020004,164.050003,164.050003,5725400
2022-08-03,164.770004,164.910004,163.479996,164.449997,164.449997,4417800
2022-08-04,165.529999,167.309998,165.339996,167.169998,167.169998,5502000
2022-08-05,164.990005,165.839996,164.869995,165.289993,165.289993,6023300
2022-08-08,166.029999,166.809998,165.929993,166.690002,166.690002,3456300
2022-08-09,167.479996,167.800003,166.820007,167.199997,167.199997,3205500
2022-08-10,167.389999,167.979996,166.619995,166.779999,166.779999,4077300
2022-08-11,167.160004,167.660004,166.309998,166.339996,166.339996,4446000
2022-08-12,167.169998,167.940002,166.830002,167.869995,167.869995,5151700
2022-08-15,165.990005,166.250000,165.440002,165.710007,165.710007,5236100
2022-08-16,165.309998,165.720001,165.179993,165.419998,165.419998,4291500
2022-08-17,165.210007,165.229996,163.949997,164.350006,164.350006,5569100
2022-08-18,164.600006,164.910004,163.539993,163.919998,163.919998,3646100
2022-08-19,163.649994,163.740005,162.619995,162.720001,162.720001,8173000
2022-08-22,161.660004,162.119995,161.360001,161.639999,161.639999,4458100
2022-08-23,161.960007,163.429993,161.910004,162.770004,162.770004,4425100
2022-08-24,162.440002,163.610001,162.369995,163.250000,163.250000,3202400
2022-08-25,163.970001,163.990005,163.240005,163.750000,163.750000,2857500
2022-08-26,163.119995,163.610001,161.550003,161.759995,161.759995,6689300
2022-08-29,161.880005,162.619995,161.699997,161.860001,161.860001,4702300
2022-08-30,161.270004,161.429993,160.339996,160.509995,160.509995,4856600
2022-08-31,159.500000,160.570007,159.259995,159.270004,159.270004,5438600
2022-09-01,158.169998,158.389999,157.320007,157.869995,157.869995,7390800
2022-09-02,159.350006,160.059998,159.139999,159.259995,159.259995,5196900
2022-09-06,159.169998,159.460007,158.320007,158.330002,158.330002,4863800
2022-09-07,158.149994,160.149994,158.080002,159.940002,159.940002,3981400
2022-09-08,159.539993,159.860001,158.710007,158.979996,158.979996,4607100
2022-09-09,159.720001,160.240005,159.410004,159.820007,159.820007,3927800
2022-09-12,161.039993,161.619995,160.550003,160.630005,160.630005,4537500
2022-09-13,158.470001,159.270004,158.389999,158.539993,158.539993,6526400
2022-09-14,158.679993,158.979996,157.729996,157.929993,157.929993,6091100
2022-09-15,156.759995,157.490005,154.619995,154.979996,154.979996,13181200
2022-09-16,154.660004,156.559998,154.339996,155.839996,155.839996,7141200
2022-09-19,154.869995,156.039993,154.820007,155.960007,155.960007,5582800
2022-09-20,155.029999,155.229996,154.589996,155.070007,155.070007,5943700
2022-09-21,155.970001,157.250000,154.009995,155.789993,155.789993,7816100
2022-09-22,156.259995,156.479996,155.309998,155.699997,155.699997,5975200
2022-09-23,153.899994,154.000000,152.639999,153.009995,153.009995,9598000
2022-09-26,153.220001,153.509995,151.029999,151.229996,151.229996,8240500
2022-09-27,152.250000,152.729996,151.500000,151.539993,151.539993,7151300
2022-09-28,153.199997,154.880005,152.929993,154.690002,154.690002,8977200
2022-09-29,154.139999,155.029999,153.160004,154.660004,154.660004,6317000
2022-09-30,154.940002,156.039993,154.570007,154.669998,154.669998,6832400
2022-10-03,155.440002,158.479996,155.229996,158.429993,158.429993,10362200
2022-10-04,159.179993,161.080002,158.919998,160.699997,160.699997,8024500
2022-10-05,159.320007,160.080002,158.380005,159.809998,159.809998,5296300
2022-10-06,159.410004,159.940002,158.949997,159.630005,159.630005,5712600
2022-10-07,158.460007,158.979996,157.679993,157.880005,157.880005,5030000
2022-10-10,155.940002,156.350006,155.119995,155.479996,155.479996,6110800
2022-10-11,155.490005,156.809998,154.919998,155.160004,155.160004,5306700
2022-10-12,155.509995,156.289993,155.259995,155.990005,155.990005,3998500
2022-10-13,153.479996,155.729996,152.919998,154.910004,154.910004,7083800
2022-10-14,154.020004,154.199997,152.720001,152.979996,152.979996,5471900
2022-10-17,154.919998,155.330002,153.320007,153.419998,153.419998,4348000
2022-10-18,154.080002,154.240005,153.240005,153.750000,153.750000,4528400
