Yearly,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
United States - WTI,30.41,29.39,27.96,14.91,19.16,15.94,19.62,24.46,21.55,20.58,18.45,17.19,18.42,22.2,20.56,14.36,19.3,30.37,26,26.13,31.09,41.44,56.51,66.04,72.29,100,61.88,79.42,94.99,94.1,97.96,93.26,48.73,43.27,50.82,65.16,57.02,39.43,68.17
