Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
United States,USA,Trade (% of GDP),NE.TRD.GNFS.ZS,10.7582854,10.75717904,11.34061965,13.07921559,16.44498632,15.51637363,16.04884564,16.41789468,16.97283423,18.3761632,20.10984469,19.42591317,17.53681228,16.66559348,17.52240742,16.60390613,16.89797715,17.97358098,19.07010071,19.41512839,19.81505058,19.78644812,19.9505945,20.0446187,21.05545916,22.45338165,22.68707199,23.42832109,22.82589095,23.3135637,25.10299536,22.96718134,22.28637411,22.62731301,24.44806226,25.63855303,26.9752781,28.01201768,29.86779579,24.75953117,28.21989523,30.84248624,30.68183537,30.00236714,29.99799978,27.8122335,26.58699936,27.27916102,27.61037927,26.45194947,23.38376188,25.48140027,
